HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
4,5,2.06888217e-05,8.70412914e-05,4.60822577e-07,212
4,6,1.21000005e-04,9.32249968e-05,0.00000000e+00,1
4,7,1.01370024e-04,1.08689033e-04,4.45240090e-07,352
4,8,1.86061279e-05,1.14400907e-04,5.35094023e-06,3349
4,9,2.01210005e-05,1.13070622e-04,0.00000000e+00,3
4,10,5.55549195e-05,1.14123781e-04,6.91459888e-07,555
4,11,1.12787624e-04,1.18877702e-04,2.22944504e-06,1555
4,12,6.86662406e-06,1.05419967e-04,4.08105598e-06,108
4,13,2.56914864e-05,2.70291148e-05,7.08508196e-06,468
4,14,8.46184776e-05,6.41703155e-05,5.80145252e-06,151
4,15,2.18416917e-05,8.56749612e-05,7.31224645e-06,1000
4,16,8.34578896e-05,9.00228624e-05,8.85801819e-06,279
4,17,1.01414829e-04,1.10840672e-04,9.81399353e-06,557
4,18,9.32345793e-05,1.11797628e-04,1.09306438e-05,291
4,19,1.22459634e-04,9.16318313e-05,1.37234965e-05,941
4,20,1.00600919e-04,4.63050674e-05,1.70699386e-05,319
4,21,8.01263232e-05,4.41491575e-05,1.74253400e-05,83
4,22,1.06456617e-04,1.06859377e-04,1.78756054e-05,122
4,23,5.01331779e-05,1.55011203e-05,1.78681330e-05,106
4,24,1.21251804e-04,7.55872024e-05,2.01393232e-05,113
4,25,8.21457434e-05,6.74285111e-05,2.80786062e-05,3407
4,26,1.00400342e-04,1.20988552e-04,2.48597771e-05,75
4,27,1.20173481e-05,3.90226451e-05,2.44999974e-05,5
4,28,1.31347726e-04,5.67378593e-05,2.74332797e-05,689
4,29,7.46300575e-05,1.24743281e-04,3.02218687e-05,609
4,30,1.27828913e-04,2.79616997e-05,3.09359348e-05,123
4,31,1.05551000e-04,3.82323524e-05,3.49311013e-05,507
4,32,5.43654569e-05,8.62392262e-05,3.62032079e-05,177
4,33,2.56998374e-05,1.28681160e-04,3.74972842e-05,503
4,34,1.11164445e-04,3.54160438e-05,3.91066496e-05,135
4,35,9.26009743e-05,5.32813865e-05,3.95308125e-05,236
4,36,4.15298309e-05,1.33077978e-04,4.17878982e-05,1410
4,37,7.50148974e-05,5.47184791e-05,4.07274347e-05,421
4,38,1.08559812e-04,2.28424324e-05,4.12596237e-05,332
4,39,5.71311284e-05,8.69767318e-05,4.03774175e-05,70
4,40,6.48512287e-05,1.34535643e-04,4.32936940e-05,373
4,41,5.08888443e-05,6.36991026e-05,4.36479313e-05,41
4,42,1.87391124e-05,5.70228112e-05,4.44724974e-05,52
4,43,7.61732590e-05,5.51946796e-05,4.63379802e-05,563
4,44,7.08009538e-05,5.35309518e-05,4.61208510e-05,274
4,45,1.15807117e-04,4.20144206e-05,4.98832014e-05,268
4,46,4.41813791e-05,1.04788473e-04,5.08956655e-05,380
4,47,1.76373469e-05,7.12050678e-05,5.11936232e-05,167
4,48,1.13053284e-04,2.47836560e-05,5.18028683e-05,53
4,49,1.11802292e-04,1.30627290e-04,5.32050326e-05,249
4,50,3.33768876e-05,9.02313332e-05,5.36770276e-05,149
4,51,9.17590442e-05,1.18349060e-04,5.45840521e-05,480
4,52,4.52332606e-05,1.24732644e-04,5.57735075e-05,1243
4,53,7.63276257e-05,1.24252634e-04,5.67566349e-05,313
4,54,5.40442634e-05,1.14912800e-05,5.64697257e-05,64
4,55,6.48105488e-05,5.03863012e-05,5.93330151e-05,150
4,56,8.93544493e-05,6.69130313e-05,6.09679191e-05,1234
4,57,5.22779737e-05,2.35950774e-05,6.09999952e-05,5
4,58,5.17978333e-05,2.55065261e-05,6.16043908e-05,38
4,59,7.00106393e-05,6.23023807e-05,6.20667925e-05,208
4,60,1.39819695e-05,1.00689373e-04,6.22867228e-05,224
4,61,5.17828448e-05,1.00819401e-04,6.22257940e-05,109
4,62,8.06315293e-05,5.65007394e-05,6.27191330e-05,113
4,63,6.71774105e-05,8.84608889e-05,6.25698012e-05,43
4,64,5.44823924e-05,1.02666920e-04,6.27710178e-05,116
4,65,4.01107609e-05,3.11336771e-05,6.26420151e-05,7
5,1,8.52587254e-05,6.57583660e-05,3.38147828e-07,96
5,2,2.31074082e-05,8.35350729e-05,5.18013223e-08,19
5,3,2.05751203e-05,8.70520525e-05,1.90782700e-07,47
